"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"46","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","100","The method 'testAmbiguousPartialLongOption3()' has a NCSS line count of 1.","Design","NcssCount"
"47","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","100","The method 'testAmbiguousPartialLongOption3()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"48","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","100","The method 'testAmbiguousPartialLongOption3()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"49","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","105","The method 'testAmbiguousPartialLongOption4()' has a NCSS line count of 1.","Design","NcssCount"
"50","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","105","The method 'testAmbiguousPartialLongOption4()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"51","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","105","The method 'testAmbiguousPartialLongOption4()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"52","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","110","The method 'testPartialLongOptionSingleDash()' has a NCSS line count of 1.","Design","NcssCount"
"53","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","110","The method 'testPartialLongOptionSingleDash()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"54","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","110","The method 'testPartialLongOptionSingleDash()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"55","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","115","The method 'testBursting()' has a NCSS line count of 1.","Design","NcssCount"
"56","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","115","The method 'testBursting()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"57","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","115","The method 'testBursting()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"58","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","120","The method 'testUnrecognizedOptionWithBursting()' has a NCSS line count of 1.","Design","NcssCount"
"59","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","120","The method 'testUnrecognizedOptionWithBursting()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"60","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","120","The method 'testUnrecognizedOptionWithBursting()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"61","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","125","The method 'testMissingArgWithBursting()' has a NCSS line count of 1.","Design","NcssCount"
"62","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","125","The method 'testMissingArgWithBursting()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"63","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","125","The method 'testMissingArgWithBursting()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"64","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","130","The method 'testStopBursting()' has a NCSS line count of 1.","Design","NcssCount"
"65","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","130","The method 'testStopBursting()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"66","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","130","The method 'testStopBursting()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"67","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","135","The method 'testStopBursting2()' has a NCSS line count of 1.","Design","NcssCount"
"68","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","135","The method 'testStopBursting2()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"69","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/GnuParserTest.java","3","135","The method 'testStopBursting2()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","33","A value of 7 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","33","The class 'HelpFormatterTest' has a NCSS line count of 292 (Highest = 33).","Design","NcssCount"
"3","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","33","The class 'HelpFormatterTest' has a total cyclomatic complexity of 27 (highest 3).","Design","CyclomaticComplexity"
"4","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","33","This class has 25 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","38","The method 'testFindWrapPos()' has a NCSS line count of 14.","Design","NcssCount"
"6","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","38","The method 'testFindWrapPos()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","38","The method 'testFindWrapPos()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"8","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","66","The method 'testRenderWrappedTextWordCut()' has a NCSS line count of 8.","Design","NcssCount"
"9","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","66","The method 'testRenderWrappedTextWordCut()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","66","The method 'testRenderWrappedTextWordCut()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","80","The method 'testRenderWrappedTextSingleLine()' has a NCSS line count of 8.","Design","NcssCount"
"12","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","80","The method 'testRenderWrappedTextSingleLine()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","80","The method 'testRenderWrappedTextSingleLine()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","95","The method 'testRenderWrappedTextSingleLinePadded()' has a NCSS line count of 8.","Design","NcssCount"
"15","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","95","The method 'testRenderWrappedTextSingleLinePadded()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"16","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","95","The method 'testRenderWrappedTextSingleLinePadded()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"17","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","110","The method 'testRenderWrappedTextSingleLinePadded2()' has a NCSS line count of 8.","Design","NcssCount"
"18","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","110","The method 'testRenderWrappedTextSingleLinePadded2()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"19","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","110","The method 'testRenderWrappedTextSingleLinePadded2()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"20","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","127","The method 'testRenderWrappedTextMultiLine()' has a NCSS line count of 7.","Design","NcssCount"
"21","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","127","The method 'testRenderWrappedTextMultiLine()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"22","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","127","The method 'testRenderWrappedTextMultiLine()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"23","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","142","The method 'testRenderWrappedTextMultiLinePadded()' has a NCSS line count of 8.","Design","NcssCount"
"24","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","142","The method 'testRenderWrappedTextMultiLinePadded()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"25","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","142","The method 'testRenderWrappedTextMultiLinePadded()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"26","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","160","The method 'testPrintOptions()' has a NCSS line count of 33.","Design","NcssCount"
"27","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","160","The method 'testPrintOptions()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"28","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/HelpFormatterTest.java","3","160","The method 'testPrintOptions()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
